Title,Review,Rating
Fundamental Observation,"Received from a generous person in a NBS BIF back in 2020 and split with a friend soon thereafter. This is from the notes.Pours the color of strong coffee (""Stout Black"" I like to call it) and is light blocking dark in the glass with just a little walnut hue on the edges. The deep brown head is inviting and slow to dissipate.The aroma gave me vanilla first, bourbon second, and the menagerie of dark fruits, chocolate, coffee, wood, char that make up the malts contribution to the smells. Very nice, if a little more vanilla than expected.The taste was solid. The vanilla, so heavily featured in the aroma, was first on the tongue, followed and overwhelmed my the coffee-chocolate-dark fruits almost cake like in effect; not sweet exactly, just decadent (if that makes any sense) The bourbon was in the swallow, terminating the pastry party effectively.The feel was a viscous pleasure. For such an ABV I like something with heft, or body - to sip and savor, not quaff down like some AAL. This nicely fits my preferences almost perfectly.Would love to try again, but glad I got to try it at least once.",4.6
Fundamental Observation,"Received from the ever-generous @turkeysdrinkbeer in August 2022, and drunk in May 2023.L: Thick, jet black. Utterly still. There's a thin coat of rusty, coppered-coloured foam atop the glass.S: Umami roastiness, booze, vanilla, dark chocolate, cocoa, and ethereal spirit notes from the bourbon. Surprisingly, this didn't change much as the beer warmed.T: Vanilla and bourbon notes dominate the initial swallow, and then a wave of booze crashes over the top, burning throat, tongue and larynx like a good RIS should. There's a tangy hit of malt and then a retronasal whack of cookie dough settles in and lingers long. Warmth settles in the stomach and a medicinal sweetness slides in after the cookie dough fades. There's an excellent balance to this beer - there's no danger of cloying sweetness, nor is there so much stickiness that wasps begin to hover expectantly around my head.M: Mouthfeel is thick and unctuous - there's minimal carbonation but it suits the beer well. As noted above there's warmth seeping lazily through my body at the halfway mark of this one, and it settles deep and comfortably, like an old, familiar couch.O: This is an enjoyable but intense beer experience. There's no likelihood of a second beer after you've spent an hour or so in the company of this beer, but the size of this beer means that's not a problem.Cheers!#242",4.25
Fundamental Observation,"A real sweet treat. It’s like a piece of Portillo’s chocolate cake soaked in some tasty bourbon and then poured into a glass. Plenty of vanilla presence too. Full bodied, big, bold, boozy, and in no way overly thick, oily, or cloying. A nice slow sipper, because it really improves and opens up as it sits in the glass for a few hours.",4.39
Fundamental Observation,"Previous review somehow deleted, but from memory hit notes reminiscent of other chocolate-heavy. fudgey, and dense stouts. Vanilla wasn't too prominent, while mouthfeel had some light carbonation and was surprisingly moderate.",4.37
Fundamental Observation,"Appearance: Fundamental Observation has a deep, dark brown color with a creamy, tan head that dissipates slowly. The beer is opaque and has good clarity.Aroma: The aroma is rich and complex with notes of dark chocolate, roasted coffee, dark fruit (figs, raisins), and a hint of smokiness. There is also a distinct hop character that adds to the overall aroma profile.Taste: The flavor is full-bodied and robust with a rich, creamy mouthfeel. The dark chocolate and coffee notes are prominent, with hints of dark fruit, toasted nuts, and smokiness. The hop character adds a pleasant bitterness to the finish.Mouthfeel: The mouthfeel is creamy and smooth, with a moderate carbonation that adds a nice effervescence. The beer is full-bodied and has a long finish that lingers on the tongue.Overall impressions: Fundamental Observation is a well-crafted, complex beer with a rich flavor profile. The aroma and taste are well-balanced, and the mouthfeel is smooth and creamy. This beer is a great choice for those who enjoy dark, rich, and full-bodied stouts.",4.46
Fundamental Observation,"I had both the 2018 and 2019 vintage. This review is for the 2019 vintage. The 2019 is not substantially different (going off memory), although I think the body (mouthfeel) is a little thicker.Surprisingly, at 3 years this beer hasn't lost much (any?) vanilla, although refrigerated most of that time.The best part of this beer is either the taste or the smell. The nose is loaded with what reminds me of buttercream icing - with a hint of something else. Perhaps the alcohol that you get off vanilla extract. The taste is similar, but the buttercream on the taste is more of something you have to use your imagination for. It's the essence, but not direct flavor. Lots of deep, fudgy chocolate. A bit of alcohol on the back end, which is unusual, but I suspect is a result of the interaction with the vanilla. While tasty, I wouldn't say that the taste is complex.Nothing exceptional about this beer, but it is very good. I think that my score accurately reflects how I feel about this beer and what I think it is deserving of.",4.53
Very Hazy,"Quite certain I've had this one before, but apparently never reviewed. Yeah, it's decent! I lack the flair with my superlatives these days to detail the nuances. If you can get your hands on this one, do so.",4.75
Very Hazy,"Pours like opaque guava juice with a 2 finger creamy off-white head that faded extremely slowly and left really nice lacing on the glass. It smells like tangerine, orange juice, papaya, tropical fruit, dank citrus hops, faint biscuit, a hint of caramel and some flowery spices as it fades. The flavor was very similar to the nose with tangerine, orange juice, papaya, tropical fruit, and the additions of peaches, lemon zest and citrus hops that have off the dry hopped vibe. More malty backbone in the taste with sweet grains, biscuit, chalky yeast, graham cracker and then spices like coriander or white pepper in the finish. The bitterness level was perfect and the taste completely hid the ABV, this indeed was very hazy and very tasty overall.",4.27
Very Hazy,4/30/23 Canned 4/19/22. What more could you ask for in a NEIPA? As good as any I’ve had. As advertised.,4.4
Very Hazy,"Pours like straight up juice with one finger of eggshell colored head.S: Citrus & tropical fruits, nose could've been better. Nice head retention & lacingT: Grapefruit, Kiwi Fruit, grassiness, pineapple & dryness up front. Lime, peaches, oranges & pineapple as this beer warms up, acidic notes from the pineapple, some grassy notes as well. Finishes with pineapple & orange, plus limesMF: Medium body, fairly restrained carbonation, carbonation goes creamy as this warms up; nice balanceVery nice take on the style just got better as this warmed up. If everything else was equal to the flavor, I would rated this higher",4.35
Bourbon County Brand Coffee Stout,"16.9oz bottled best by 9-7-24, opened 9-10-23.Thin tan head with limited staying power, falls to a ring and island quickly and hangs there. Opaque body at the core with dark brown at the edge. No lace.Rich, roasty malt aroma with dark fruit, earthy coffee, wet wood, and spice.Lots of fruit flavors, unclear if it's a by-product of the coffee or yeast, malt, booze, or some other component. Coffee shows best after 30 minutes or so of warming up. Booze is present but almost an afterthought amidst the cacaphony of fruit and coffee flavors.Medium plus body with some prickly heat. Smoother mouthfeel as it warms. Lengthy, flavorful finish with a bit of sweetness.Very Good.",4.73
Bourbon County Brand Coffee Stout,"Pours a dark opaque brown- black with a small brown head. The aroma is coffee, Bourbon, and roasty malts. Flavor is dark fruits, brown sugar, roasted malt, and coffee. Medium- full bodied and a little acidic. Finishes clean with a little tingling on the tongue, either from the pH or the alcohol. Very good. Easy drinking.",4.75
Bourbon County Brand Coffee Stout,"Aroma is bourbon, coffee, chocolate, dark malts and slightly earthy. The flavor is fruit/dark fruit, chocolate, mild coffee and an acidic dark malt/warming bourbon alcohol finish.",4.6
Bourbon County Brand Coffee Stout,"This is the 2022 vintage with Burundian Turihamwe coffee blend from Intelligentsia. Poured from the 16.9 oz bottle into an imperial pint glass.Look: The beer is a pure opaque black with no light coming through. Topped with a creamy finger thick head with OK retention. This is a real imperial looking stout.Smell: Creamy aroma of mocha and fresh espresso. Deep chocolate notes throughout. Not as much bourbon as in the original variant on first glance, which may be a good thing. This is inviting. Dark fruits somewhere within. As the beer warms, more of the bourbon and woody noes come out a bit. Vanilla makes an appearance as well as this warms, and a slight spice.Taste: Chocolatey up front with notes of mocha in between roasted and toasted malt. Some vanilla quickly covered up by bourbon, which is immediately more evident than in the aroma. Brown sugar, creme caramel. Surprising that this beer retains a sweeter than expected character throughout. Finishes with just as touch of bourbon underneath a really smooth, almost fruity and spicy coffee note. Again not as heavy handed with the bourbon, which is definitely there, but much more nuanced.Feel: Creamy with light carbonation. Coating. Finishes smooth with just a hint of tingling alcohol at the very end.Overall: Oh yeah, this is a good one. I love that it doesn't try to hammer you over the head with the bourbon flavor. Instead it slowly brings you in with a wide variety of flavors. The spotlight here is the Turihamwe coffee blend, which really makes a difference in the flavor profile that shows in the end product. A premium product for sure, but it lives up to expectations, revealing something new at every sip. A special experience that will probably show up in my top 10.",4.34
